_id,societyId,residentId,flatId,complaintNumber,title,description,category,priority,status,residentFeedback,expectedResolutionAt,actualResolutionAt,isArchived,predictionStatus,aiOverridden,createdAt,attachments,__v,updatedAt,created_month,created_weekday,created_hour,complaint_age_days,resolution_time_hours,is_open,complaint_age_bucket,resolution_sla_missed
6a60919d62a1662d3b68035e,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5e3f3f6ed32b9a22aee928,CMP-2026-0066,Cornu vespillo audax abstergo nesciunt uterque.,Confero colligo adopto tabesco tum voro clementia deduco usitas. Textor ad alias administratio corporis desparatus. Speciosus acerbitas adulatio.,LIFT,MEDIUM,rejected,,2026-05-12 16:08:10.282,,False,PENDING,False,2026-05-10 16:08:10.282000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,6,16,72.73566280586806,,False,30+ days,False
6a60919d62a1662d3b680351,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee8e8,CMP-2026-0053,Tergiversatio casus similique sum toties sum.,Cumque omnis casso altus taceo chirographum degusto. Colo cotidie spoliatio sumptus vulgaris. Doloribus culpo vulgivagus concedo.,PARKING,MEDIUM,assigned,,2026-06-05 23:24:42.794,,False,PENDING,False,2026-06-03 23:24:42.794000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,2,23,48.43250873179398,,False,30+ days,False
6a60919d62a1662d3b68033e,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b3b,CMP-2026-0034,Copiose autus demens.,Crebro amplitudo pauper delectatio coruscus amaritudo venustas vae caste adipisci. Articulus quasi solutio earum templum creator surculus acervus sublime basium. Viscus deserunt arbustum suggero.,CLEANING,HIGH,closed,,2026-07-08 02:41:36.357,2026-07-11 01:46:39.585,False,PENDING,False,2026-07-06 02:41:36.357000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,7,0,2,16.295777678553243,391.0924855555556,False,8-30 days,False
6a60919d62a1662d3b68035a,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5fc8d832835ae9b257d58f,CMP-2026-0062,Thymum stillicidium patior patrocinor altus.,Vorax acer temeritas vinco coadunatio cauda tricesimus coniecto appono. Arbustum laudantium delego dapifer consuasor sophismata. Sumo suasoria asperiores sodalitas administratio tamquam error rem pecto textor.,CLEANING,MEDIUM,assigned,,2026-06-18 21:31:14.592,,False,PENDING,False,2026-06-16 21:31:14.592000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,1,21,35.51130736605324,,False,30+ days,False
6a60919d62a1662d3b68036a,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5fc8d832835ae9b257d59e,CMP-2026-0078,Tametsi amor sursum cognomen voluntarius.,Eius voluptates tepidus utrum currus. Terreo atrox deorsum synagoga praesentium. Tot sulum trucido thesaurus arguo acervus cruentus.,ELECTRICAL,HIGH,assigned,,2026-06-21 07:27:07.955,,False,PENDING,False,2026-06-19 07:27:07.955000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,4,7,33.097495294293985,,False,30+ days,False
6a60919d62a1662d3b68033a,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a605be607be72cd0147a5b1,CMP-2026-0030,Trepide adhaero officiis autus cultura confugo voluptatibus synagoga.,Infit balbus attonbitus summisse una speciosus convoco amo quasi audax. Clementia tabella depromo voco. Averto cibo contego adulatio ceno cubitum quia qui.,OTHER,CRITICAL,resolved,,2026-07-06 20:53:31.254,2026-07-04 21:48:05.736,False,PENDING,False,2026-07-04 20:53:31.254000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,7,5,20,17.537503407719907,420.89390305555554,False,8-30 days,False
6a60919d62a1662d3b680348,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5b4909656cac97daff6b45,CMP-2026-0044,Demens desidero coaegresco benevolentia demum admitto.,Angelus tollo cresco cibus anser adstringo. Conqueror virtus sursum amicitia cubicularis. Taedium vir curis.,PLUMBING,LOW,rejected,,2026-06-11 13:45:25.252,,False,PENDING,False,2026-06-09 13:45:25.252000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,6,1,13,42.83479509753472,,False,30+ days,False
6a60919d62a1662d3b680356,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a605be607be72cd0147a5aa,CMP-2026-0058,Conscendo utpote quis utrimque odit canto totidem.,Nulla commodo contigo adstringo confugo terga tremo ventosus laudantium. Angulus viriliter cruentus annus comitatus alioqui venia. Tutis curia averto ambitus talis virtus usus.,SECURITY,HIGH,resolved,,2026-05-29 12:44:09.886,2026-06-12 16:24:10.307,False,PENDING,False,2026-05-27 12:44:09.886000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,2,12,55.87733405586805,1341.0498388888889,False,30+ days,False
6a60919d62a1662d3b680362,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8db,CMP-2026-0070,Agnosco reiciendis collum.,Patior utrimque desidero viduo tricesimus maiores celo coadunatio defetiscor. Vilis perspiciatis stipes terra attero derideo. Desolo triumphus atqui accendo tunc.,OTHER,MEDIUM,resolved,,2026-06-26 04:17:21.881,2026-06-30 09:12:44.241,False,PENDING,False,2026-06-24 04:17:21.881000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,2,4,28.229278558182877,677.4965069444444,False,8-30 days,False
6a60919d62a1662d3b680355,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee905,CMP-2026-0057,Accusamus assumenda consequuntur tergeo utique stillicidium.,Ubi abduco damnatio curo ustulo. Patria illum vinum quo deorsum deserunt. Voluntarius decens canonicus temeritas convoco tergum comparo trans cubicularis.,SECURITY,HIGH,resolved,,2026-04-28 12:55:30.675,2026-05-08 18:37:48.122,False,PENDING,False,2026-04-26 12:55:30.675000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,4,6,12,86.86945455355324,2084.860730833333,False,30+ days,False
6a60919d62a1662d3b68033d,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5fc8d832835ae9b257d591,CMP-2026-0033,Acceptus officiis usque torqueo.,Terror cornu venio alii stips creber tardus sustineo vilis cunctatio. Contigo aurum consuasor arto ceno angelus. Ver umquam suppellex.,PLUMBING,MEDIUM,rejected,,2026-05-16 09:09:02.136,,False,PENDING,False,2026-05-14 09:09:02.136000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,5,3,9,69.02672931049769,,False,30+ days,False
6a60919d62a1662d3b680350,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee935,CMP-2026-0052,Sopor illum ter videlicet veniam vitae.,Ante volubilis apud tabella deputo sordeo aeternus advoco victus creo. Agnitio cubicularis crudelis. Admiratio aestas theologus.,PARKING,HIGH,in_progress,,2026-05-05 16:05:12.132,,False,PENDING,False,2026-05-03 16:05:12.132000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,6,16,79.73772472716436,,True,30+ days,True
6a60919d62a1662d3b68036e,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5e3f3f6ed32b9a22aee914,CMP-2026-0082,Alii cursus stultus defero abscido.,Arto cenaculum antiquus arca aequitas unde tribuo templum adfero. Deripio sursum caterva virga capio caveo stipes unde. Voluptas ascisco asporto.,PLUMBING,LOW,rejected,,2026-06-21 07:47:41.004,,False,PENDING,False,2026-06-19 07:47:41.004000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,4,7,33.08322389383102,,False,30+ days,False
6a60919d62a1662d3b680346,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5fc8d832835ae9b257d59a,CMP-2026-0042,Carcer somniculosus defleo atrox canis accusamus.,Curto adeptio speculum sublime doloribus. Maxime chirographum facilis autem cariosus. Cursus attero torrens.,CLEANING,MEDIUM,open,,2026-05-22 04:36:32.978,,False,PENDING,False,2026-05-20 04:36:32.978000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,5,2,4,63.21595567623842,,False,30+ days,False
6a60919d62a1662d3b680372,6a5b33f154b73fc9cb5effdf,6a5b5008120eac5c280cb195,6a5e3f3f6ed32b9a22aee923,CMP-2026-0086,Cohibeo acsi colligo tibi dens aperte totam celer.,Caritas aggero aestas patrocinor subseco armarium. Antiquus creator vulgivagus tenuis tubineus vapulus traho tepesco. Nulla aurum termes campana cupiditas audax culpo ventosus excepturi sed.,OTHER,LOW,closed,,2026-07-03 07:37:16.469,2026-07-10 18:54:26.025,False,PENDING,False,2026-07-01 07:37:16.469000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,7,2,7,21.09045230818287,506.16467694444447,False,8-30 days,False
6a60919d62a1662d3b680365,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee938,CMP-2026-0073,Sopor conitor admoveo conventus esse toties cenaculum attero adhaero viduo.,Natus beneficium solus. Thesis abstergo utrum auctor texo aliqua circumvenio autem valens. Bis acsi demo consequatur alter vigilo animadverto.,PLUMBING,CRITICAL,resolved,,2026-05-21 15:41:58.239,2026-05-26 07:49:08.222,False,PENDING,False,2026-05-19 15:41:58.239000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,1,15,63.75385774799768,1530.0864075,False,30+ days,False
6a60919d62a1662d3b68031f,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5e3f3f6ed32b9a22aee922,CMP-2026-0003,Deputo veritas vinculum expedita casus supplanto corona deserunt calamitas.,Soleo coma tenuis tero ulterius. Amita verbum condico trepide velociter adicio autus claustrum quis aiunt. Ducimus strenuus umerus sit.,SECURITY,HIGH,resolved,,2026-05-15 17:09:47.084,2026-05-30 18:54:46.516,False,PENDING,False,2026-05-13 17:09:47.084000+00:00,[],0,2026-07-22 09:47:09.304000+00:00,5,2,17,69.69287574568287,1672.6228388888887,False,30+ days,False
6a60919d62a1662d3b68036d,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5fc8d832835ae9b257d58e,CMP-2026-0081,Dolores adficio coaegresco tabgo voluptates thema crapula complectus coruscus appositus.,Crudelis appono corrigo amita. Arto alias accusator tamisium statim turbo supplanto theologus cubicularis tempora. Aequitas arto adhaero solitudo debeo amplitudo bibo cicuta.,GARDENING,LOW,rejected,,2026-05-03 08:14:28.386,,False,PENDING,False,2026-05-01 08:14:28.386000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,4,8,82.06461993549769,,False,30+ days,False
6a60919d62a1662d3b68035f,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee926,CMP-2026-0067,Est administratio strenuus strues urbs virgo coma adficio.,Spes facere ceno crastinus vir caveo. Facere adamo valetudo stips rerum similique crapula eveniet. Terebro absconditus decerno aspernatur soluta.,PARKING,CRITICAL,resolved,,2026-05-12 13:58:39.232,2026-06-11 04:00:04.879,False,PENDING,False,2026-05-10 13:58:39.232000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,6,13,72.82560551420138,1747.8083538888889,False,30+ days,False
6a60919d62a1662d3b680376,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5fc8d832835ae9b257d58d,CMP-2026-0090,Uter amplexus debeo verbum vulnus benigne venia candidus colligo.,Conqueror amplitudo torqueo strues reprehenderit. Pectus commodi animi valde admiratio. Tempore caste adeo.,PLUMBING,CRITICAL,assigned,,2026-07-05 20:53:56.984,,False,PENDING,False,2026-07-03 20:53:56.984000+00:00,[],0,2026-07-22 09:47:09.307000+00:00,7,4,20,18.537205606793982,,False,8-30 days,False
6a60919d62a1662d3b680364,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8e9,CMP-2026-0072,Cogo depono conturbo aegrus exercitationem confugo maiores optio.,Bonus atrocitas supplanto quis ultio usus calamitas surculus. Depono colligo tracto adicio. Conspergo veniam blanditiis victoria.,OTHER,MEDIUM,resolved,,2026-05-08 05:31:29.990,2026-06-07 10:55:14.539,False,PENDING,False,2026-05-06 05:31:29.990000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,2,5,77.17779581512733,1852.260921111111,False,30+ days,False
6a60919d62a1662d3b68032c,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee91e,CMP-2026-0016,Aqua alveus voluptate vilitas officiis admoneo admitto communis coruscus tendo.,In commodo cultura amo apto tamdiu utor caute stillicidium. Absconditus temptatio cupio concido chirographum. Communis video allatus vacuus minus aduro utique.,ELECTRICAL,CRITICAL,rejected,,2026-05-28 15:52:52.846,,False,PENDING,False,2026-05-26 15:52:52.846000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,5,1,15,56.74628127809027,,False,30+ days,False
6a60919d62a1662d3b680340,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b59,CMP-2026-0036,Nesciunt coadunatio maxime soluta possimus depereo accedo aufero vallum defendo.,Patrocinor ipsa vindico virtus optio. Cavus addo debitis anser. Abbas comis creber cognatus cohaero ceno vereor corrumpo.,LIFT,HIGH,open,,2026-06-06 03:46:22.485,,False,PENDING,False,2026-06-04 03:46:22.485000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,6,3,3,48.2507993452199,,False,30+ days,False
6a60919d62a1662d3b680378,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a605be607be72cd0147a5ca,CMP-2026-0092,Ex bos pecus conduco urbs quos carus celo stipes.,Id totidem studio soleo quae cedo deduco. Calcar tersus uxor cotidie. Cerno supplanto delectus synagoga accusantium.,LIFT,HIGH,in_progress,,2026-06-10 00:04:11.121,,False,PENDING,False,2026-06-08 00:04:11.121000+00:00,[],0,2026-07-22 09:47:09.307000+00:00,6,0,0,44.405097539664354,,True,30+ days,True
6a60919d62a1662d3b680328,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6b58,CMP-2026-0012,Eius labore demitto bibo.,Bis sollicito tyrannus via. Stabilis beatus talio subiungo creber ullam eum varietas tracto. Tracto aptus dens arcesso.,CLEANING,HIGH,open,,2026-06-01 15:24:10.551,,False,PENDING,False,2026-05-30 15:24:10.551000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,5,5,15,52.766215247997685,,False,30+ days,False
6a60919d62a1662d3b680332,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee921,CMP-2026-0022,Turba depono terminatio cupiditate crastinus velociter vel.,Cinis conforto cinis tergum abeo ago decet casso. Uxor sumptus capitulus vespillo volubilis nesciunt censura coerceo quibusdam termes. Solum curriculum consequuntur quibusdam tondeo depulso.,PLUMBING,MEDIUM,assigned,,2026-04-26 06:55:04.374,,False,PENDING,False,2026-04-24 06:55:04.374000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,4,4,6,89.11975896327546,,False,30+ days,False
6a60919d62a1662d3b680326,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5b4909656cac97daff6bc8,CMP-2026-0010,Charisma adversus conculco aegre abduco.,Conscendo aliqua eius. Vulgaris cenaculum sponte est. Solvo appono tertius apto recusandae benigne.,PLUMBING,HIGH,open,,2026-06-20 08:49:00.869,,False,PENDING,False,2026-06-18 08:49:00.869000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,6,3,8,34.04063286373843,,False,30+ days,False
6a60919d62a1662d3b68036c,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a605be607be72cd0147a59e,CMP-2026-0080,Curto deprecator dolorem suus creator quis colligo sto.,Tredecim acer appositus solio quibusdam asporto commodo caveo decor tantum. Terga amissio dedico hic terga vesco. Occaecati contego cursim approbo tredecim deprecator alo.,LIFT,LOW,resolved,,2026-07-22 07:49:18.179,2026-07-20 11:42:58.462,False,PENDING,False,2026-07-20 07:49:18.179000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,7,0,7,2.08209918318287,49.96420194444445,False,3-7 days,False
6a60919d62a1662d3b68036f,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6bb6,CMP-2026-0083,Degusto aliquid tui nihil dolore.,Ulterius vorax delicate antiquus deludo cetera. Provident amo clarus armarium. Venia trado aranea conqueror.,PLUMBING,HIGH,in_progress,,2026-05-23 21:40:38.417,,False,PENDING,False,2026-05-21 21:40:38.417000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,3,21,61.50478161373843,,True,30+ days,True
6a60919d62a1662d3b680358,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e20,6a5e3f3f6ed32b9a22aee8e4,CMP-2026-0060,Surgo copiose via confero cunabula aegrotatio.,Crebro curso auctor despecto tamen magnam magnam minus. Color totidem damnatio. Cetera uter acceptus substantia aperiam anser volaticus patria statua auctor.,OTHER,MEDIUM,open,,2026-06-02 08:24:49.498,,False,PENDING,False,2026-05-31 08:24:49.498000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,6,8,52.05743113920139,,False,30+ days,False
6a60919d62a1662d3b680360,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5b4909656cac97daff6b97,CMP-2026-0068,Aspernatur video vado cubicularis volup vix.,Ancilla antea tumultus censura sperno sortitus. Suggero aptus recusandae calculus vaco bellum rerum turba capillus. Vomito creo incidunt tergeo.,PLUMBING,MEDIUM,rejected,,2026-06-29 12:39:46.282,,False,PENDING,False,2026-06-27 12:39:46.282000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,6,5,12,24.88038502809028,,False,8-30 days,False
6a60919d62a1662d3b680379,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a605be607be72cd0147a59d,CMP-2026-0093,Aestas temporibus caute ea tener venustas.,Totidem vociferor cetera qui adimpleo cupiditate. Cernuus ocer collum tam omnis tot adaugeo. Substantia credo appono dolorem addo aiunt non statim stella amaritudo.,OTHER,MEDIUM,rejected,,2026-06-03 11:12:36.222,,False,PENDING,False,2026-06-01 11:12:36.222000+00:00,[],0,2026-07-22 09:47:09.307000+00:00,6,0,11,50.940918129942126,,False,30+ days,False
6a60919d62a1662d3b68034a,6a5b33f154b73fc9cb5effdf,6a5faffaf9a6aaf7b13e2e1f,6a5b4909656cac97daff6b82,CMP-2026-0046,Benevolentia cetera suadeo advoco tunc strues depereo sono adhaero advenio.,Optio demergo demonstro vulgo voluntarius depulso votum solutio. Congregatio molestiae depereo. Quaerat territo quas bellicus subseco cumque sto suadeo.,SECURITY,HIGH,in_progress,,2026-06-23 05:10:11.479,,False,PENDING,False,2026-06-21 05:10:11.479000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,6,6,5,31.19259339614583,,True,30+ days,True
6a60919d62a1662d3b680352,6a5b33f154b73fc9cb5effdf,6a5fb2a4f9a6aaf7b13e2f11,6a5e3f3f6ed32b9a22aee8dc,CMP-2026-0054,Totus vinco toties praesentium.,Damnatio aeneus universe dedecor libero cervus aggero denique aro. Sordeo carus teneo. Autem urbanus dolor deorsum accommodo aliqua.,PARKING,CRITICAL,closed,,2026-05-03 22:27:45.799,2026-07-02 08:04:31.269,False,PENDING,False,2026-05-01 22:27:45.799000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,5,4,22,81.47205728503472,1955.3231963888888,False,30+ days,False
6a60919d62a1662d3b680353,6a5b33f154b73fc9cb5effdf,6a605fde07be72cd0147a6cc,6a5b4909656cac97daff6bb6,CMP-2026-0055,Depromo dignissimos apostolus calco talus eos ad suscipio.,Textus tui somnus adsidue umbra. A velociter verbum crustulum viriliter absum. Vitium solutio vergo cruentus triumphus constans placeat.,PARKING,LOW,rejected,,2026-05-01 14:40:39.421,,False,PENDING,False,2026-04-29 14:40:39.421000+00:00,[],0,2026-07-22 09:47:09.306000+00:00,4,2,14,83.79643666003471,,False,30+ days,False
6a60919d62a1662d3b680336,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee918,CMP-2026-0026,Conscendo speciosus adsidue velit enim cervus turpis decipio.,Vulgivagus ulterius victoria unus aeger claro auxilium cunctatio. Vitae vesper vorago creator vobis officia. Cilicium ascisco deduco conor error illum abstergo.,LIFT,LOW,closed,,2026-06-07 04:04:19.026,2026-06-17 13:02:58.626,False,PENDING,False,2026-06-05 04:04:19.026000+00:00,[],0,2026-07-22 09:47:09.305000+00:00,6,4,4,47.23833937994213,1133.7139663888888,False,30+ days,False
6a60919d62a1662d3b68037d,6a5b33f154b73fc9cb5effdf,6a5e40d56ed32b9a22aee986,6a5e3f3f6ed32b9a22aee94b,CMP-2026-0097,Suus viscus decerno quod occaecati.,Tabula denego denuo atavus curtus color vulgus blandior attero temptatio. Aegre tandem cerno. Aspicio statua decet adfectus corona tergeo.,SECURITY,LOW,open,,2026-06-06 00:24:36.352,,False,PENDING,False,2026-06-04 00:24:36.352000+00:00,[],0,2026-07-22 09:47:09.307000+00:00,6,3,0,48.3909166253125,,False,30+ days,False
